DRUG_GROUP,Trade_Name,Active_Ingredient,MARKETING_DATE,BBW_DATE,POPULAR_YEAR,SUMMARY,SOURCE,BBW_TEXT
BBW,epivir,,19951121,20080201,"[2003, 2004, 2005]",,http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm113219.htm,"Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues; suspend treatment if lactic acidosis or pronounced hepatotoxicity occurs. Severe acute exacerbations of hepatitis B reported in patients coinfected with hepatitis B virus (HBV) upon discontinuation of therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted. Epivir tabs and sol, used to treat HIV-1 infection, contain higher dose of lamivudine than Epivir-HBV tabs and sol, used to treat chronic HBV infection; only use appropriate dosing forms for HIV-1 treatment."
BBW,epogen,,19890630,20090309,"[2003, 2011, 2012, 2013]",,http://www.medpagetoday.com/ProductAlert/Prescriptions/5231,"Increased risk of death, myocardial infarction (MI), stroke, venous thromboembolism (VTE), thrombosis of vascular access, and tumor progression or recurrence. Use the lowest dose sufficient to reduce/avoid the need for RBC transfusions. Chronic Kidney Disease (CKD): Greater risks for death, serious adverse cardiovascular (CV) reactions, and stroke when administered to target Hgb level >11g/dL. Cancer: Shortened overall survival and/or increased risk of tumor progression or recurrence in patients with breast, non-small cell lung, head and neck, lymphoid, and cervical cancers. Must enroll in and comply with the ESA APPRISE Oncology Program to prescribe and/or dispense drug to patients. Use only for anemia from myelosuppressive chemotherapy. Not indicated for patients receiving myelosuppressive chemotherapy when anticipated outcome is cure. D/C following completion of a chemotherapy course. Perisurgery: Due to increased risk of deep venous thrombosis (DVT), DVT prophylaxis is recommended."
BBW,epzicom,,20060522,20090301,"[2006, 2007, 2008, 2009, 2010]",,http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm133471.htm,"Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues. Abacavir: Serious and sometimes fatal hypersensitivity reactions (multiorgan clinical syndrome) reported; d/c as soon as suspected and never restart therapy with any abacavir-containing product. Patients with HLA-B*5701 allele are at high risk for hypersensitivity; screen for HLA-B*5701 allele prior to therapy. Lamivudine: Severe acute exacerbations of hepatitis B reported in patients coinfected with hepatitis B virus (HBV) upon discontinuation of therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted."
BBW,erbitux,,20040212,20060301,[2011],,http://www.defectivedrug.com/blackbox/erbitux/,"Serious infusion reactions, some fatal, reported; immediately interrupt and permanently d/c infusion if these reactions occur. Cardiopulmonary arrest and/or sudden death occurred in patients with squamous cell carcinoma of the head and neck (SCCHN) treated with cetuximab in combination with radiation therapy or with European Union (EU)-approved cetuximab in combination with platinum-based therapy with 5-fluorouracil (5-FU); closely monitor serum electrolytes during and after therapy."
BBW,evista,,19980106,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,Increased risk of deep vein thrombosis (DVT) and pulmonary embolism (PE) reported. Avoid use in women with active or past history of venous thromboembolism (VTE). Increased risk of death due to stroke in postmenopausal women with documented coronary heart disease or at increased risk for major coronary events; consider risk-benefit balance in women at risk for stroke.
BBW,exforge,,20070620,20080701,"[2009, 2010]",,http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm121835.htm,D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.
BBW,fentora,,20060925,20080201,"[2007, 2008, 2009, 2010]",,http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm113227.htm,"Fatal respiratory depression may occur. Contraindicated in the management of acute or postoperative pain (eg, headache/migraine) and in opioid-nontolerant patients. Keep out of reach of children. Concomitant use with CYP3A4 inhibitors may increase plasma levels, and may cause fatal respiratory depression. Do not convert patients on a mcg-per-mcg basis from any other fentanyl products to Fentora. Do not substitute for any other fentanyl products; may result in fatal overdose. Contains fentanyl with abuse liability similar to other opioid analgesics. Available only through a restricted program called TIRF REMS Access program (Transmucosal Immediate Release Fentanyl Risk Evaluation Mitigation Strategy) due to risk of misuse, abuse, addiction, and overdose. Outpatients, healthcare professionals who prescribe to outpatients, pharmacies, and distributors must enroll in the program."
BBW,flector,,20080114,,[2010],,,"NSAIDs may cause an increased risk of serious cardiovascular thrombotic events, myocardial infarction (MI), stroke, and serious GI adverse events including bleeding, ulceration, and perforation of the stomach or intestines that can be fatal. Patients with cardiovascular disease (CVD) or risk factors for CVD may be at greater risk. Elderly patients are at a greater risk for GI events. Contraindicated in the perioperative setting of coronary artery bypass graft (CABG) surgery."
BBW,focalin xr,,20050531,,"[2006, 2007, 2008, 2009, 2010]","Suicidal thinking has been reported in young people who are taking antidepressants at the same time they are taking an ADHD stimulant and many antidepressants carry a ""black box warning"" label concerning a possible increase in suicidal ideation in patients under 25 years of age.[6]",,"Caution with history of drug dependence or alcoholism. Marked tolerance and psychological dependence with varying degrees of abnormal behavior may occur with chronic abusive use. Frank psychotic episodes may occur, especially with parenteral abuse. Careful supervision is required during withdrawal from abusive use, since severe depression may occur. Withdrawal following chronic therapeutic use may unmask symptoms of underlying disorder that may require follow-up."
BBW,forteo,,20081001,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,"Prescribe only when benefits outweigh risks; do not prescribe for patients who are at increased baseline risk for osteosarcoma (including those with Paget's disease of bone or unexplained alkaline phosphatase elevations, pediatric and young adult patients with open epiphyses, or prior external beam or implant radiation therapy involving the skeleton)."
BBW,geodon,,20010205,20080616,[2011], increased risk of mortality in elderly patients treated for dementia-related psychosis. ,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure [HF], sudden death) or infectious (eg, pneumonia) in nature. Not approved for treatment of dementia-related psychosis."
BBW,geodon oral,ziprasidone,20010205,20050411,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm152299.htm,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure [HF], sudden death) or infectious (eg, pneumonia) in nature. Not approved for treatment of dementia-related psychosis."
BBW,glucophage xr,,20090601,,[2003],,,"Lactic acidosis reported (rare); increased risk with increased age, diabetes mellitus (DM), renal dysfunction, congestive heart failure (CHF), and conditions with risk of hypoperfusion and hypoxemia. Avoid use in patients Š_Ç80 yrs of age unless renal function is normal. Withhold therapy in the presence of any condition associated with hypoxemia, dehydration, or sepsis. Avoid with clinical or lab evidence of hepatic disease. Caution against excessive alcohol intake; may potentiate the effects of metformin on lactate metabolism. Temporarily d/c prior to any IV radiocontrast study or surgical procedures. D/C use and institute appropriate therapy if lactic acidosis occurs."
BBW,glucovance,,20020531,,"[2003, 2004]",,,"Lactic acidosis may occur due to metformin accumulation; risk increases with congestive heart failure (CHF), degree of renal dysfunction, and patient's age. Regularly monitor renal function and use the minimum effective dose of metformin. Do not initiate in patients Š_Ç80 yrs of age unless measurement of CrCl demonstrates that renal function is not reduced. Promptly withhold therapy in the presence of any condition associated with hypoxemia, dehydration, or sepsis. Avoid with clinical or lab evidence of hepatic disease. Caution against excessive alcohol intake; alcohol potentiates the effects of metformin on lactate metabolism. Temporarily d/c therapy prior to any intravascular radiocontrast study and for any surgical procedure. D/C use immediately and promptly institute general supportive measures if lactic acidosis occurs. Prompt hemodialysis is recommended to correct the acidosis and remove the accumulated metformin."
BBW,herceptin,,19980925,20061101,"[2011, 2012, 2013]",,http://www.defectivedrug.com/blackbox/herceptin/,"May result in cardiac failure; incidence and severity were highest with anthracycline-containing chemotherapy regimens. Evaluate left ventricular function prior to and during treatment; d/c in patients receiving adjuvant therapy and withhold in patients with metastatic disease for clinically significant decrease in left ventricular function. May result in serious and fatal infusion reactions and pulmonary toxicity; interrupt infusion for dyspnea or clinically significant hypotension, and monitor until symptoms completely resolve. D/C for anaphylaxis, angioedema, interstitial pneumonitis, or acute respiratory distress syndrome. Exposure during pregnancy may result in oligohydramnios and oligohydramnios sequence manifesting as pulmonary hypoplasia, skeletal abnormalities, and neonatal death."
BBW,humira,,20021230,20091101,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]","Lymphoma and other malignancies, some fatal, have been reported in children and adolescent patients treated with TNF blockers, of which HUMIRA is a member.",http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm194134.htm,"Increased risk of serious infections (eg, active tuberculosis [TB] including latent TB reactivation, invasive fungal, bacterial, viral, and other infections due to opportunistic pathogens) leading to hospitalization or death, mostly with concomitant use of immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB patients have frequently presented with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to adalimumab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Monitor patients closely for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine."
BBW,hyzaar,Losartan/hydrochlorothiazide,19950428,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.
BBW,incivek,,20110523,,"[2011, 2012, 2013]",,,"Fatal and nonfatal serious skin reactions, including Stevens-Johnson syndrome (SJS), drug reaction with eosinophilia and systemic symptoms (DRESS), and toxic epidermal necrolysis (TEN) reported. D/C combination therapy immediately if serious skin rash reactions, including rash with systemic symptoms or a progressive severe rash develop. Consider discontinuing other medications known to be associated with serious skin reactions. Promptly refer patients for urgent medical care."
BBW,invega,,20061219,20080616,"[2008, 2009, 2010]", increased risk of mortality in elderly patients treated for dementia-related psychosis. ,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis."
BBW,invega sustenna,paliperidone,20090731,,[2013],,,Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Not approved for use in patients with dementia-related psychosis.
BBW,janumet,,20070330,,"[2008, 2009, 2010, 2011, 2012, 2013]",,,"Lactic acidosis may occur due to metformin accumulation; risk increases with conditions such as sepsis, dehydration, excess alcohol intake, hepatic/renal impairment, and acute congestive heart failure (CHF). If acidosis is suspected, d/c therapy and hospitalize patient immediately."
BBW,kadian,,20011107,,"[2006, 2007, 2008, 2009, 2010]",,,"Contains morphine, an opioid agonist and a Schedule II controlled substance with an abuse liability similar to other opioid agonists, legal or illicit; assess each patient's risk for opioid abuse or addiction prior to prescribing. Routinely monitor for signs of misuse, abuse, and addiction. Respiratory depression, including fatal cases, may occur even when used as recommended; proper dosing and titration are essential. Monitor for respiratory depression, especially during initiation or following a dose increase. Should only be prescribed by healthcare professionals who are knowledgeable in the use of potent opioids for the management of chronic pain. Swallow cap whole, or sprinkle contents of cap on applesauce and swallow without chewing; crushing, dissolving, or chewing the pellets within the cap can cause rapid release and absorption of a potentially fatal dose. Accidental consumption, especially in children, can result in fatal overdose."
BBW,ketek,,20100601,20070201,[2005],,http://www.defectivedrug.com/blackbox/ketek/,Contraindicated with myasthenia gravis. Fatal and life-threatening respiratory failure in patients with myasthenia gravis reported.
BBW,lamictal,,19950117,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,"Serious life-threatening rashes, including Stevens-Johnson syndrome, toxic epidermal necrolysis, and/or rash-related death reported. Serious rash occurs more often in pediatric patients than in adults. D/C at 1st sign of rash unless rash is clearly not drug related. Potential increased risk with concomitant valproate (including valproic acid and divalproex sodium) or exceeding the recommended initial dose/dose escalation."
BBW,levaquin,,19961220,20080708,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]"," FDA ordered a boxed warning on certain antibiotic medications containing fluoroquinolone, which has been linked to tendon ruptures and tendinitis.",http://en.wikipedia.org/wiki/Boxed_warning,"Fluoroquinolones are associated with an increased risk of tendinitis and tendon rupture in all ages. Risk is further increased with patients >60 yrs of age, patients taking corticosteroids, and with kidney, heart, or lung transplants. May exacerbate muscle weakness with myasthenia gravis; avoid in patients with known history of myasthenia gravis."
BBW,levoxyl,,19960829,,"[2003, 2004, 2005, 2006]",,,"Do not use for the treatment of obesity or weight loss; doses within range of daily hormonal requirements are ineffective for weight reduction in euthyroid patients. Serious or life-threatening manifestations of toxicity may occur when given in larger doses, particularly when given in association with sympathomimetic amines."
BBW,lexapro,,20020814,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,"Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in children, adolescents, and young adults in short-term studies of major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior in patients who are started on antidepressant therapy. Not approved for use in pediatric patients <12 yrs of age."
BBW,lotensin,,19910625,20120301,[2003],,http://newyork.legalexaminer.com/fda-prescription-drugs/physicians-alert-the-public-to-potentially-lifethreatening-ace-inhibitor-side-effects/,D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury and death to the developing fetus.
BBW,lotrel,,19950303,,"[2003, 2004, 2005, 2006, 2007, 2009, 2010]",,,D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.
BBW,lovenox,,19930329,20131001,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]",Increased Risk of Hemorrhage,http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm180210.htm,"Epidural or spinal hematomas resulting in long-term or permanent paralysis may occur in patients anticoagulated with low molecular weight heparins (LMWH) or heparinoids and are receiving neuraxial anesthesia or undergoing spinal puncture. Increased risk with indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal punctures, a history of spinal deformity or spinal surgery, or when optimal timing between the administration of enoxaparin and neuraxial procedures is not known. Monitor frequently for signs/symptoms of neurological impairment; if neurological compromise noted, urgent treatment is necessary. Consider benefit and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis."
BBW,micardis,,20001201,,"[2008, 2009, 2010]",,,D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.
BBW,micardis hct,,20001201,,"[2007, 2008, 2009, 2010]",,,D/C when pregnancy is detected. Drugs that act directly on the renin-angiotensin system (RAS) can cause injury/death to the developing fetus.
BBW,mobic,,20000601,20050801,"[2003, 2004, 2005, 2006]",,http://www.defectivedrug.com/blackbox/mobic/,"NSAIDs may cause an increased risk of serious CV thrombotic events, myocardial infarction, stroke, and serious GI adverse events, including bleeding, ulceration, and perforation of the stomach or intestines. Elderly patients at greater risk for serious GI events. Contraindicated for the treatment of perioperative pain in the setting of coronary artery bypass graft (CABG) surgery."
BBW,norvir,,20100506,20051101,"[2004, 2005, 2006, 2007, 2008, 2009, 2010]",,http://www.defectivedrug.com/blackbox/norvir/,"Coadministration with several classes of drugs, including sedative hypnotics, antiarrhythmics, or ergot alkaloid preparations may result in potentially serious and/or life-threatening adverse events due to possible effects of ritonavir (RTV) on the hepatic metabolism of certain drugs. Review medications taken by patients prior to prescribing RTV or when prescribing other medications to patients already taking RTV."
BBW,nuvaring,,20011003,20080401,"[2006, 2007, 2008, 2009, 2010]",,http://www.fda.gov/Safety/MedWatch/SafetyInformation/Safety-RelatedDrugLabelingChanges/ucm117851.htm,Cigarette smoking increases the risk of serious cardiovascular (CV) events. Risk increases with age and with number of cigarettes smoked. Not for use by women >35 yrs of age and smoke.
BBW,ocella,,20010611,,[2008],,,Cigarette smoking increases the risk of serious cardiovascular (CV) side effects from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.
BBW,opana er,,20060622,,"[2008, 2009, 2010]",,,"Contains oxymorphone, an opioid agonist and Schedule II controlled substance with an abuse liability similar to other opioid agonists, legal or illicit; assess each patient's risk for opioid abuse or addiction prior to prescribing. Routinely monitor for signs of misuse, abuse, and addiction. Respiratory depression, including fatal cases, may occur even when used as recommended; proper dosing and titration are essential. Monitor for respiratory depression, especially during initiation or following a dose increase. Should only be prescribed by healthcare professionals who are knowledgeable in the use of potent opioids for the management of chronic pain. Swallow tab whole; crushing, dissolving, or chewing may cause rapid release and absorption of a potentially fatal dose. Accidental ingestion, especially in children, can result in a fatal overdose. Avoid use with alcoholic beverages or medications containing alcohol; may result in increased plasma levels and potentially fatal overdose."
BBW,ortho evra,,20011120,,"[2003, 2004, 2005, 2006, 2007]",,,"Cigarette smoking increases risk of serious cardiovascular (CV) events, particularly in women >35 years of age, and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke. May increase risk of venous thromboembolism (VTE) among users of Ortho Evra compared to women who use certain oral contraceptives. Has higher steady state concentrations and a lower peak concentration than oral contraceptives."
BBW,ortho tri-cyclen lo,,20020822,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,Cigarette smoking increases risk of serious cardiovascular (CV) side effects. Risk increases with age and with heavy smoking (Š_Ç15 cigarettes/day) and is quite marked in women over >35 yrs of age. Women who use oral contraceptives are strongly advised not to smoke.
BBW,oxycontin,,19951201,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,"Exposes users to risks of addiction, abuse, and misuse, leading to overdose and death; assess each patient's risk prior to prescribing and monitor regularly for development of these behaviors/conditions. Serious, life-threatening, or fatal respiratory depression may occur; monitor during initiation or following a dose increase. Crushing, dissolving, or chewing tab can cause rapid release and absorption of potentially fatal dose; instruct patients to swallow tab whole. Accidental ingestion, especially by children, can result in a fatal overdose. Prolonged use during pregnancy can result in neonatal opioid withdrawal syndrome; advise pregnant women of the risk and ensure availability of appropriate treatment. Concomitant use of CYP3A4 inhibitors or discontinuation of CYP3A4 inducers can result in oxycodone overdose; monitor patients receiving concomitant CYP3A4 inhibitors/inducers."
BBW,paxil,,19960710,20050101,"[2003, 2004]",,http://www.defectivedrug.com/blackbox/paxil/,"Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior in patients who are started on antidepressant therapy. Not approved for use in pediatric patients."
BBW,paxil cr,,NA,,"[2003, 2004, 2005, 2006, 2007]",,,"Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior in patients who are started on antidepressant therapy. Not approved for use in pediatric patients."
BBW,pegasys,,20021016,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,"May cause or aggravate fatal or life-threatening neuropsychiatric, autoimmune, ischemic, and infectious disorders. Monitor closely with periodic clinical and lab evaluations. D/C with severe or worsening signs or symptoms of these conditions. Use with ribavirin may cause birth defects, fetal death, and hemolytic anemia. Refer to the individual PI for more information on ribavirin."
BBW,percocet-10,,NA,,[2003],,,"Associated with cases of acute liver failure, at times resulting in liver transplant and death. Most cases of liver injury are associated with acetaminophen (APAP) use at doses >4000mg/day, and often involve >1 APAP-containing product."
BBW,plavix,,19990226,20100301,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,http://en.wikipedia.org/wiki/Clopidogrel,Effectiveness is dependent on activation to an active metabolite via CYP2C19. Poor metabolizers of CYP2C19 with acute coronary syndrome (ACS) or undergoing percutaneous coronary intervention treated with clopidogrel at recommended doses exhibit higher cardiovascular (CV) event rates than patients with normal CYP2C19 function. Tests are available to identify a patient's CYP2C19 genotype; these tests can be used as an aid in determining therapeutic strategy. Consider alternative treatment or treatment strategies in patients identified as CYP2C19 poor metabolizers.
BBW,pletal,,19990115,,"[2003, 2004]",,,Contraindicated with congestive heart failure (CHF) of any severity due to possible decrease in survival.
BBW,pradaxa,,20101026,,"[2012, 2013]",,,"Premature discontinuation of therapy increases the risk of thrombotic events. If therapy is discontinued for a reason other than pathological bleeding, consider coverage with another anticoagulant. Epidural or spinal hematomas may occur in patients treated with dabigatran who are receiving neuraxial anesthesia or undergoing spinal puncture; may result in long-term or permanent paralysis. Consider these risks when scheduling for spinal procedures. Increased risk of developing epidural or spinal hematomas with the use of indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal punctures, history of spinal deformity or spinal surgery, or unknown optimal timing between the administration of therapy and neuraxial procedures. Monitor frequently for signs/symptoms of neurological impairment; if neurologic compromise is noted, urgent treatment is necessary. Consider benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated."
BBW,premarin tabs,,NA,20060701,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,http://www.defectivedrug.com/blackbox/premarin/,"Estrogens increase the risk of endometrial cancer. Perform adequate diagnostic measures, including endometrial sampling, to rule out malignancy with undiagnosed persistent or recurring abnormal genital bleeding. Should not be used for the prevention of cardiovascular disease or dementia. Increased risks of myocardial infarction (MI), stroke, invasive breast cancer, pulmonary embolism (PE), and deep vein thrombosis (DVT) in postmenopausal women (50-79 yrs of age) reported. Increased risk of developing probable dementia in postmenopausal women Š_Ç65 yrs of age reported. Should be prescribed at the lowest effective dose for the shortest duration consistent with treatment goals and risks."
BBW,premarin vaginal,,NA,,"[2009, 2010]",,,"Estrogens increase the risk of endometrial cancer. Perform adequate diagnostic measures, including endometrial sampling, to rule out malignancy with undiagnosed persistent or recurring abnormal genital bleeding. Should not be used for the prevention of cardiovascular disease (CVD) or dementia. Increased risks of myocardial infarction (MI), stroke, invasive breast cancer, pulmonary embolism (PE), and deep vein thrombosis (DVT) in postmenopausal women (50-79 yrs of age) reported. Increased risk of developing probable dementia in postmenopausal women Š_Ç65 yrs of age reported. Should be prescribed at the lowest effective dose for the shortest duration consistent with treatment goals and risks."
BBW,prempro,,19960620,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,"Estrogens increase the risk of endometrial cancer. Perform adequate diagnostic measures, including endometrial sampling, to rule out malignancy in postmenopausal women with undiagnosed persistent or recurring abnormal genital bleeding. Should not be used for the prevention of cardiovascular disease (CVD) or dementia. Increased risk of myocardial infarction (MI), stroke, invasive breast cancer, pulmonary embolism (PE), and deep vein thrombosis (DVT) in postmenopausal women (50-79 yrs of age) reported. Increased risk of developing probable dementia in postmenopausal women Š_Ç65 yrs of age reported. Should be prescribed at the lowest effective dose and for the shortest duration consistent with treatment goals and risks."
BBW,pristiq,,20080501,,"[2009, 2010]",,,"Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor and observe closely for worsening, and emergence of suicidal thoughts and behaviors. Not approved for use in pediatric patients."
BBW,procrit,,19890601,20070309,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,http://www.medpagetoday.com/ProductAlert/Prescriptions/5231,"Increased risk of death, myocardial infarction, stroke, venous thromboembolism, thrombosis of vascular access, and tumor progression or recurrence. Use the lowest dose sufficient to reduce/avoid the need for RBC transfusions. Chronic kidney disease (CKD): Greater risks for death, serious adverse cardiovascular (CV) reactions, and stroke when administered to target Hgb level >11g/dL. Cancer: Shortened overall survival and/or increased risk of tumor progression or recurrence in patients with breast, non-small-cell lung, head and neck, lymphoid, and cervical cancers. Must enroll in and comply with the ESA APPRISE Oncology Program to prescribe and/or dispense drug to patients. Use only for anemia from myelosuppressive chemotherapy. Not indicated for patients receiving myelosuppressive chemotherapy when anticipated outcome is cure. D/C following completion of chemotherapy course. Perisurgery: Due to increased risk of deep venous thrombosis (DVT), DVT prophylaxis is recommended."
BBW,prograf,,19940408,20050510,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",a possible cancer risk,http://www.webmd.com/skin-problems-and-treatments/eczema/news/20060119/two-eczema-drugs-get-black-box-warning,"Immunosuppression may lead to increased risk of lymphoma and other malignancies, particularly of the skin. Increased susceptibility to infections (bacterial, viral, fungal, protozoal, opportunistic). Should only be prescribed by physicians experienced in immunosuppressive therapy and management of organ transplant patients."
BBW,prozac,,19871229,20050201,"[2003, 2004, 2005]",,http://www.defectivedrug.com/blackbox/prozac/,"Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor closely for worsening and for emergence of suicidal thoughts and behaviors in patients who are started on antidepressant therapy. Not approved for use in children <7 yrs of age."
BBW,rebetol,,19980603,,[2003],,,Not for monotherapy treatment of chronic hepatitis C (CHC) virus infection. Primary toxicity is hemolytic anemia. Anemia associated with therapy may result in worsening of cardiac disease and lead to fatal and nonfatal myocardial infarctions. Avoid with history of significant/unstable cardiac disease. Contraindicated in women who are pregnant and in male partners of pregnant women. Extreme care must be taken to avoid pregnancy during therapy and for 6 months after completion of therapy. Use at least 2 reliable forms of effective contraception during treatment and for 6 months after discontinuation.
BBW,remicade,,19980824,20011023,"[2011, 2012, 2013]",,http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm172751.htm,"Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to infliximab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Consider risks and benefits prior to therapy in patients with chronic or recurrent infection. Monitor patients for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine."
